2024-10-12 10:23:48, 29.31, 50.65, 4, 1205, 1940
2024-10-12 10:38:49, 29.35, 50.48, 5, 1364, 2812
2024-10-12 10:53:49, 29.36, 50.28, 4, 1206, 1943
2024-10-12 11:8:49, 29.37, 50.42, 4, 1154, 1684
2024-10-12 11:23:50, 29.31, 50.26, 5, 1437, 3256
2024-10-12 11:38:50, 29.36, 50.46, 5, 1277, 2323
2024-10-12 11:53:50, 29.21, 46.17, 3, 799, 295
2024-10-12 12:8:51, 29.08, 42.40, 2, 579, 118
2024-10-12 12:23:51, 28.97, 39.58, 1, 406, 26
2024-10-12 12:38:51, 28.84, 39.59, 1, 450, 47
2024-10-12 12:53:51, 28.92, 39.16, 1, 426, 35
2024-10-12 13:8:52, 28.97, 39.50, 4, 1252, 2184
2024-10-12 13:23:52, 28.98, 39.60, 2, 500, 72
2024-10-12 13:38:52, 29.02, 39.31, 2, 528, 88
2024-10-12 13:53:53, 28.84, 36.21, 1, 440, 42
2024-10-12 14:8:53, 29.09, 37.69, 2, 683, 192
2024-10-12 14:23:53, 29.08, 37.11, 2, 490, 67
2024-10-12 14:38:54, 29.29, 38.30, 1, 412, 29
2024-10-12 14:53:54, 29.11, 37.56, 1, 400, 0
2024-10-12 15:8:54, 29.09, 37.41, 1, 400, 0
2024-10-12 15:23:55, 29.25, 37.78, 1, 400, 0
2024-10-12 15:38:55, 29.34, 39.05, 1, 425, 35
2024-10-12 15:53:55, 29.31, 37.72, 1, 400, 16
2024-10-12 16:8:55, 29.30, 37.85, 1, 400, 14
2024-10-12 16:23:56, 29.35, 37.84, 1, 400, 21
2024-10-12 16:38:56, 29.32, 37.75, 1, 412, 29
2024-10-12 16:53:56, 29.36, 38.46, 1, 417, 31
2024-10-12 17:8:57, 29.33, 38.45, 1, 444, 44
2024-10-12 17:23:57, 29.30, 38.31, 1, 479, 61
2024-10-12 17:38:57, 29.29, 37.21, 1, 461, 52
2024-10-12 17:53:58, 29.20, 36.87, 1, 445, 44
2024-10-12 18:8:58, 29.18, 37.39, 1, 440, 42
2024-10-12 18:23:58, 29.23, 38.37, 1, 482, 63
2024-10-12 18:38:58, 29.23, 39.42, 2, 552, 102
2024-10-12 18:53:59, 29.22, 40.03, 2, 558, 105
2024-10-12 19:8:59, 29.26, 40.61, 2, 596, 129
2024-10-12 19:23:59, 29.18, 41.10, 2, 628, 151
2024-10-12 19:39:0, 29.25, 41.36, 2, 642, 161
2024-10-12 19:54:0, 29.20, 41.32, 2, 631, 153
2024-10-12 20:9:0, 29.16, 41.78, 2, 677, 187
2024-10-12 20:24:1, 29.21, 42.08, 3, 717, 220
2024-10-12 20:39:1, 29.16, 42.72, 3, 834, 398
2024-10-12 20:54:1, 28.97, 43.01, 3, 749, 248
2024-10-12 21:9:1, 28.89, 43.16, 3, 728, 229
2024-10-12 21:24:2, 28.98, 43.26, 3, 732, 233
2024-10-12 21:39:2, 28.94, 43.51, 3, 742, 241
2024-10-12 21:54:2, 28.94, 43.77, 3, 859, 478
2024-10-12 22:9:3, 28.94, 44.01, 3, 816, 345
2024-10-12 22:24:3, 28.97, 44.14, 3, 809, 323
2024-10-12 22:39:3, 28.94, 44.36, 3, 808, 321
2024-10-12 22:54:4, 28.95, 44.48, 3, 877, 536
2024-10-12 23:9:4, 28.85, 44.83, 3, 823, 366
2024-10-12 23:24:4, 28.83, 44.83, 3, 729, 230
2024-10-12 23:39:5, 28.89, 45.16, 3, 807, 317
2024-10-12 23:54:5, 29.00, 47.58, 3, 799, 295
2024-10-13 0:9:5, 29.26, 45.88, 3, 786, 283
2024-10-13 0:24:5, 29.34, 46.27, 3, 893, 591
2024-10-13 0:39:6, 29.53, 44.97, 3, 799, 295
2024-10-13 0:54:6, 29.69, 48.00, 3, 864, 495
